-0.011134,0.0074234,0.0026159,-0.031007,0.005697,-0.010221
-0.00078107,-0.0002027,0.00069776,0.0004562,0.00041127,-5.8914e-05
0.030986,0.022627,-0.0010246,-0.095844,-0.018568,0.013406
-0.012497,0.0072279,0.0028725,-0.027317,0.0066992,-0.011139
-0.00078983,-0.00026924,0.00077084,0.00048793,0.00046324,-5.4533e-05
0.031644,0.023149,-0.0052819,-0.095161,-0.014556,0.013406
-0.01281,0.0073238,0.0019698,-0.023271,0.0062638,-0.01173
-0.00078517,-0.00035154,0.00086233,0.00050712,0.00050687,-7.1574e-05
0.02714,0.022026,-0.0030817,-0.093481,-0.0066629,0.012218
-0.011687,0.0079282,-0.0005916,-0.018863,0.0041395,-0.011912
-0.00077893,-0.00044448,0.00097313,0.00051348,0.00054809,-0.00011208
0.018719,0.019789,0.0035077,-0.091502,0.0034688,0.010469
-0.0089428,0.0091103,-0.0049181,-0.013921,0.00038062,-0.011727
-0.00078666,-0.00053447,0.0010956,0.00051238,0.00059026,-0.00016881
0.0076311,0.017022,0.012418,-0.089852,0.014239,0.0087806
-0.0045591,0.010847,-0.010823,-0.0081341,-0.0047278,-0.011338
-0.00082787,-0.00059939,0.0012143,0.00051368,0.00063296,-0.00022556
-0.0050313,0.014312,0.021793,-0.089033,0.024199,0.007717
0.0014724,0.013017,-0.017956,-0.0010981,-0.010714,-0.011014
-0.00092482,-0.00060936,0.0013082,0.00053187,0.00067041,-0.00025932
-0.018433,0.012296,0.030037,-0.089378,0.032082,0.0077724
0.0095041,0.015202,-0.025851,0.0076057,-0.016881,-0.011203
-0.0011061,-0.00052748,0.0013511,0.00058391,0.00069343,-0.00024119
-0.032242,0.011833,0.035822,-0.091018,0.036784,0.0094374
-0.010225,0.0071422,0.0018485,-0.025972,0.0038419,-0.010055
0.0062178,0.004258,-0.00046508,-0.019632,-0.0042524,0.0031885
0.031878,0.021464,-0.0052651,-0.085565,-0.021217,0.014364
-0.012403,0.0073331,0.0023066,-0.022335,0.0047952,-0.010893
0.007313,0.0037927,-0.0011337,-0.019922,-0.0029124,0.0029355
0.036921,0.019733,-0.0086273,-0.086932,-0.015613,0.013294
-0.01321,0.0075796,0.0016391,-0.018452,0.0043842,-0.011409
0.0062513,0.0035225,-0.0004591,-0.019666,-0.00098285,0.0025429
0.032457,0.018894,-0.0061308,-0.0859,-0.0073517,0.01168
-0.011887,0.0078733,-0.00057661,-0.014473,0.0024833,-0.011603
0.003698,0.0033746,0.0010777,-0.019118,0.0012303,0.0021333
0.021432,0.018608,0.00013089,-0.08356,0.0021979,0.010055
-0.0082624,0.0082094,-0.0043012,-0.010314,-0.00075408,-0.011607
0.00033264,0.0032789,0.0029942,-0.018521,0.0034408,0.0018262
0.0068735,0.018524,0.0080807,-0.080987,0.011753,0.0089031
-0.0027129,0.0087157,-0.0091887,-0.0056215,-0.0050261,-0.011615
-0.0032154,0.0031517,0.0048714,-0.018102,0.005413,0.001716
-0.0083991,0.01819,0.015971,-0.079223,0.020287,0.0085537
0.0040048,0.0097035,-0.014797,0.0002435,-0.0099762,-0.011843
-0.0064367,0.0029342,0.0063731,-0.018043,0.0069571,0.0018765
-0.022037,0.017222,0.022436,-0.079147,0.027,0.0092212
0.011299,0.011338,-0.020691,0.0080832,-0.015138,-0.012614
-0.0090424,0.0026795,0.007236,-0.018455,0.0079046,0.0023936
-0.032613,0.015667,0.026486,-0.081384,0.031238,0.011138
-0.0088708,0.0068253,0.0007477,-0.021375,0.0019941,-0.0096487
0.011267,0.0084018,-0.0023318,-0.03189,-0.010967,0.0056166
0.026363,0.019577,-0.0062411,-0.06503,-0.024156,0.011861
-0.011188,0.0071875,0.0013084,-0.018327,0.003125,-0.010364
0.014351,0.007204,-0.0037959,-0.032711,-0.0082645,0.0051016
0.03299,0.017233,-0.0095149,-0.066769,-0.018673,0.010816
-0.012141,0.0074405,0.00090939,-0.01506,0.0030022,-0.010843
0.01257,0.0069146,-0.0028209,-0.032472,-0.0045456,0.0045262
0.029483,0.016789,-0.0077181,-0.066324,-0.011034,0.0096724
-0.010824,0.0074935,-0.0008547,-0.011739,0.0015133,-0.011136
0.0074729,0.0071674,-0.00028065,-0.031628,-0.0003713,0.0040562
0.019054,0.01749,-0.0026726,-0.06461,-0.0024333,0.0087803
-0.0070049,0.0073273,-0.0039349,-0.0083462,-0.0011619,-0.011393
0.00063886,0.0076022,0.0029514,-0.030627,0.003725,0.0038353
0.0050206,0.018545,0.003859,-0.062569,0.0060233,0.0083993
-0.0011935,0.0072264,-0.008023,-0.0045571,-0.0047281,-0.011752
-0.0064012,0.0077841,0.0061526,-0.029927,0.0073362,0.0039225
-0.0094405,0.019036,0.010409,-0.06117,0.013488,0.0086131
0.0055972,0.0077552,-0.012725,0.00025385,-0.0088572,-0.012297
-0.012382,0.0073457,0.0087633,-0.029922,0.010161,0.0043318
-0.02165,0.018128,0.015889,-0.061287,0.019365,0.0093865
0.012341,0.0094388,-0.017626,0.0068929,-0.01315,-0.013207
-0.016479,0.0061655,0.010361,-0.030874,0.011952,0.0051232
-0.029801,0.015472,0.019502,-0.063548,0.023199,0.010768
-0.0073721,0.0064547,-0.00041636,-0.016991,0.00022053,-0.009194
0.012311,0.012058,-0.0033888,-0.03375,-0.019797,0.0059273
0.017933,0.016869,-0.0048783,-0.041058,-0.025666,0.007523
-0.0093509,0.0068203,0.00015495,-0.014845,0.001697,-0.0097517
0.017008,0.010503,-0.0060284,-0.034535,-0.016447,0.0055687
0.024016,0.015012,-0.0083306,-0.042063,-0.021536,0.00708
-0.010241,0.0070243,-5.1314e-06,-0.012464,0.0020335,-0.010198
0.015279,0.010299,-0.0053907,-0.034406,-0.011417,0.0053066
0.022032,0.014851,-0.0076695,-0.041933,-0.015279,0.0067777
-0.0091446,0.0069718,-0.001314,-0.0099388,0.0010522,-0.010602
0.0090749,0.010842,-0.0025444,-0.033767,-0.0055513,0.0052549
0.014409,0.015638,-0.0042226,-0.041162,-0.0079606,0.0067529
-0.0057504,0.0066949,-0.0038222,-0.0072583,-0.0011247,-0.011084
0.0004109,0.011527,0.0014541,-0.033028,0.00034853,0.0054774
0.0036718,0.016608,0.00069894,-0.040255,-0.00060004,0.0070728
-0.00040081,0.0065285,-0.0073658,-0.0042092,-0.0041908,-0.011694
-0.0087395,0.011678,0.0057168,-0.032614,0.0056084,0.0059155
-0.0076958,0.016881,0.0060213,-0.039778,0.0059736,0.0076305
0.0060389,0.0071211,-0.011675,-0.00034353,-0.0077539,-0.012374
-0.016643,0.010667,0.0095413,-0.032932,0.0097467,0.0064624
-0.017515,0.015656,0.010901,-0.040274,0.011175,0.0082521
0.012543,0.0091119,-0.016356,0.0049197,-0.011335,-0.013156
-0.022078,0.008233,0.012336,-0.034233,0.012382,0.0071148
-0.024193,0.012527,0.01466,-0.042115,0.01457,0.0088786
-0.0059776,0.0060555,-0.0014927,-0.012587,-0.0014806,-0.0088174
0.0096799,0.014967,-0.0029993,-0.026596,-0.029843,0.0039982
0.01004,0.013405,-0.0025562,-0.020015,-0.024322,0.0032074
-0.0073791,0.0063251,-0.00099362,-0.011407,0.00043441,-0.0092003
0.015001,0.01369,-0.0071077,-0.026517,-0.026965,0.0042481
0.014466,0.012441,-0.0059078,-0.019971,-0.022062,0.0033948
-0.0081286,0.0064901,-0.00099747,-0.0099811,0.0013113,-0.0095874
0.014277,0.013464,-0.0073815,-0.026341,-0.021318,0.0047132
0.014067,0.012319,-0.0061954,-0.019853,-0.017587,0.0037655
-0.0074545,0.0065189,-0.0019554,-0.00827,0.00083574,-0.010044
0.0090294,0.01374,-0.0048569,-0.026211,-0.014064,0.0054016
0.010026,0.012616,-0.0042413,-0.019765,-0.011837,0.0043276
-0.004917,0.0064673,-0.0040526,-0.0062524,-0.00096517,-0.010649
0.00088871,0.013948,-0.00056838,-0.026243,-0.0063826,0.0062509
0.0036445,0.012868,-0.00086018,-0.0198,-0.0057441,0.0050242
-0.00050425,0.0066325,-0.0073112,-0.0038467,-0.0037667,-0.011373
-0.0084736,0.013447,0.0045649,-0.026575,0.00067092,0.0070847
-0.0037648,0.01256,0.00324,-0.020091,-0.00014694,0.0056918
0.0053653,0.0075574,-0.011602,-0.00085802,-0.0070225,-0.012059
-0.017468,0.011642,0.0097482,-0.027372,0.0062478,0.0076807
-0.01091,0.01119,0.0074495,-0.020794,0.0042952,0.0061263
0.011917,0.0098043,-0.016531,0.0029827,-0.01004,-0.012605
-0.024729,0.0082403,0.014187,-0.028699,0.0097174,0.0079661
-0.016682,0.008493,0.011181,-0.022003,0.0071092,0.0062293
-0.0048617,0.005687,-0.0024452,-0.0079433,-0.003172,-0.0085758
0.0055516,0.016791,-0.0012769,-0.014925,-0.039435,0.00065668
0.0049427,0.0093321,-0.00047026,-0.0061037,-0.019329,0.00029071
-0.0056454,0.0058253,-0.0021082,-0.0075412,-0.00082018,-0.0087812
0.010492,0.016305,-0.0067447,-0.013395,-0.038143,0.0017152
0.0075022,0.0091238,-0.0031279,-0.0053786,-0.018726,0.00077228
